validated,Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path,barre_ratio,avg_chord_stretch,max_chord_stretch,avg_position_shift,fret_change_rate,arpeggio_density,avg_string_jump,max_string_jump,special_technique_ratio,avg_polyphony,total_notes,tempo_bpm,log_total_notes,avg_fret,p90_fret,high_position_ratio,open_string_ratio,p90_chord_stretch,chord_ratio,avg_string_span,unique_shape_rate,shift_rate,max_position_shift,std_position_shift,fret_entropy,string_entropy,repetition_ratio,max_avg_chord_stretch_window,p95_position_shift_window,max_note_density_window,avg_stretch_velocity_beats,p90_stretch_velocity_beats,avg_position_shift_speed_beats,max_position_shift_speed_beats,polyphonic_arpeggio_intensity_beats,has_rhythm
1,"""Hika"" in Memoriam Toru Takemitsu",Leo Brouwer,13,9,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/In Memoriam Toru Takemitsu by Leo Brouwer.pdf,,,,verified_pieces/pdf/xml/In Memoriam Toru Takemitsu by Leo Brouwer.musicxml,,0.04100227790432802,0.9716312056737588,3,1.0102622576966933,0.603988603988604,0.597684515195369,0.9703534777651083,5,0.0,1.2004555808656037,1054,120.0,6.961296045910167,4.434535104364326,9.0,0.2969639468690702,0.3111954459203036,3.0,0.16059225512528474,2.3120567375886525,0.2765957446808511,0.10490307867730901,10.0,1.4411100830687549,3.0517625914942395,2.426288218214272,0.043329532497149374,,,,,,,,,False
1,24 Piezas Sudamericanas: 1. Cueca Chilena,Jorge Cardoso,9,6,XII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Cueca Chilena by Jorge Cardoso.pdf,,,,verified_pieces/pdf/xml/Cueca Chilena by Jorge Cardoso.musicxml,,0.03711340206185567,1.2204301075268817,20,1.287706611570248,0.5602094240837696,0.5513513513513514,0.6714876033057852,5,0.0,1.577319587628866,765,112.0,6.641182169740591,2.6562091503267973,7.0,0.11764705882352941,0.3176470588235294,2.0,0.4041237113402062,2.816326530612245,0.49489795918367346,0.08677685950413223,21.0,2.769423606837149,2.872922817942781,2.438344324033665,0.08057851239669421,2.272727272727273,20.0,5.8125,2.788159588159588,7.199999999999989,3.5396005509641877,12.0,6.1800229681745575,True
1,24 Piezas Sudamericanas: 2. Chacarera,Jorge Cardoso,12,8,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Chacarera by Jorge Cardoso.pdf,,,,verified_pieces/pdf/xml/Chacarera by Jorge Cardoso.musicxml,,0.08797127468581688,1.1865284974093264,4,1.0110911270983214,0.4815983175604627,0.31086142322097376,0.45143884892086333,5,0.0,1.7091561938958708,952,138.0,6.859614903654202,2.96218487394958,7.0,0.11134453781512606,0.19012605042016806,2.0,0.3500897666068223,2.6923076923076925,0.6410256410256411,0.1079136690647482,14.0,1.160915031137762,3.1284131107009707,2.448510504105957,0.14388489208633093,2.3333333333333335,3.983333333333333,5.3125,2.78125,4.0,3.1236510791366907,16.0,5.213029063961134,True
1,24 Piezas Sudamericanas: 24. Milonga,Jorge Cardoso,8,5,VIII,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/C/Cardoso, Jorge/Cardoso, Jorge - Milonga in d minor.gp3.tokens.txt","datasets/DadaGP-v1.1/C/Cardoso, Jorge/Cardoso, Jorge - Milonga in d minor.gp3",,"verified_pieces/dada/xml/Cardoso, Jorge - Milonga in d minor.musicxml",,0.027918781725888325,0.8985507246376812,3,0.912637828668363,0.7295597484276729,0.9144981412639405,1.5826972010178118,5,0.008368200836820083,1.2131979695431472,478,56.0,6.171700597410915,3.1297071129707112,7.0,0.1694560669456067,0.27405857740585776,2.0,0.18527918781725888,1.7671232876712328,0.5342465753424658,0.08142493638676845,8.0,1.1370598178723912,3.0541618462780895,2.4221608182517147,0.0,1.4285714285714286,6.0,5.125,3.246376811594203,8.0,3.5877862595419847,12.0,5.38198263982946,True
1,24 Piezas Sudamericanas: 4. Vals Venezolano,Jorge Cardoso,9,5,VII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Vals Venezolano by Jorge Cardoso.pdf,,,,verified_pieces/pdf/xml/Vals Venezolano by Jorge Cardoso.musicxml,,0.05181347150259067,1.3350515463917525,4,1.216385646346736,0.4058219178082192,0.5567010309278351,0.8443579766536965,5,0.0,1.5142487046632125,1169,120.0,7.064759027791802,3.4910179640718564,7.0,0.16595380667236956,0.14798973481608213,2.0,0.25906735751295334,2.48,0.285,0.10765239948119326,21.0,2.920025475116501,3.217227485046919,2.3698858562484593,0.30609597924773024,2.6666666666666665,20.7,7.75,8.178756476683938,28.800000000000182,3.834306095979248,18.0,5.965144855101248,True
1,24 Piezas Sudamericanas: 8. Polo Margariteno,Jorge Cardoso,12,6,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Polo Margariteno by Jorge Cardoso.pdf,,,,verified_pieces/pdf/xml/Polo Margariteno by Jorge Cardoso.musicxml,,0.02254428341384863,0.75,3,1.9591397849462366,0.6902404526166902,0.8326530612244898,1.4903225806451612,5,0.0,1.1400966183574879,708,160.0,6.5638555265321274,3.1129943502824857,7.0,0.1016949152542373,0.19915254237288135,2.0,0.12560386473429952,2.9871794871794872,0.6666666666666666,0.13870967741935483,21.0,4.207076813819511,2.8442356254268844,2.546093785564722,0.04516129032258064,3.0,21.0,2.75,1.192488262910798,4.0,3.6900537634408606,19.049999999999955,2.404135236923608,True
1,A Coy Toy,John Dowland,7,6,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/dowland-coy-toy.pdf,,,,verified_pieces/pdf/xml/dowland-coy-toy.musicxml,,0.02912621359223301,0.75,3,0.9640522875816993,0.5426829268292683,0.35555555555555557,0.4411764705882353,4,0.0,1.6019417475728155,165,144.0,5.111987788356544,1.9212121212121211,4.0,0.04242424242424243,0.296969696969697,2.0,0.3883495145631068,2.75,0.55,0.08823529411764706,7.0,1.2907048814302697,2.5007280025608174,2.2955416858324167,0.10784313725490197,1.2142857142857142,4.75,4.0625,2.504273504273504,4.800000000000011,2.6486928104575167,8.0,5.809239304384935,True
1,A Fancy,John Dowland,14,7,VII,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/A Fancy by John Dowland.pdf,,,,verified_pieces/pdf/xml/A Fancy by John Dowland.musicxml,,0.024074074074074074,0.7153284671532847,4,0.9461966604823747,0.7094972067039106,0.5098684210526315,0.5844155844155844,5,0.0,1.3277777777777777,717,63.0,6.576469569048224,2.0613668061366806,5.0,0.04881450488145049,0.3068340306834031,2.0,0.26851851851851855,2.8344827586206898,0.6,0.06307977736549165,5.0,0.9113405540859726,2.4960532894865066,2.4482231787942137,0.022263450834879406,,,,,,,,,False
1,A mi madre (Sonatina),Agustin Barrios Mangore,12,8,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/A Mi Madre Sonatina by Agustin Barrios Mangore.pdf,,,,verified_pieces/pdf/xml/A Mi Madre Sonatina by Agustin Barrios Mangore.musicxml,,0.026845637583892617,1.3392857142857142,4,1.5500639795265516,0.5407348242811502,0.5929411764705882,0.8992322456813819,5,0.0,1.2013422818791946,1253,68.0,7.134093721192866,6.0654429369513165,12.0,0.4948124501197127,0.1779728651237031,3.0,0.11409395973154363,2.7142857142857144,0.5294117647058824,0.17178502879078694,20.0,2.9363197653356377,3.6696753521495147,2.4004351041015806,0.2562380038387716,3.0,19.25,4.5625,5.892964392964393,16.0,5.8659095756024735,31.949999999999932,3.3859848259685212,True
1,Abri la Puerta mi China,Agustin Barrios Mandore,11,5,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Abri La Puerta Mi China by Augustin Barrios Mangore.pdf,,,,verified_pieces/pdf/xml/Abri La Puerta Mi China by Augustin Barrios Mangore.musicxml,,0.016516516516516516,1.1072555205047319,3,0.8122807017543859,0.3067961165048544,0.2966666666666667,0.24812030075187969,4,0.0,1.548048048048048,1031,96.0,6.939253946041508,10.276430649854511,14.0,0.8981571290009699,0.01066925315227934,2.0,0.47597597597597596,1.4479495268138802,0.14195583596214512,0.11879699248120301,9.0,1.2221396365793973,3.30508000918336,2.022045656849379,0.4345864661654135,2.0,5.0,7.375,7.800210304942166,16.0,4.407769423558897,20.0,8.869955054046754,True
