barre_ratio,avg_chord_stretch,avg_position_shift,max_position_shift,total_position_shift,avg_string_jump,Title,Composer,Difficulty,source
0.0025380710659898475,1.3013698630136987,2.665818490245971,10.0,1047.6666666666667,1.5826972010178118,24 Piezas Sudamericanas: 24. Milonga,Jorge Cardoso,8,dada_gp
0.0,2.111111111111111,1.4706549935149158,4.0,755.9166666666667,0.7859922178988327,3 temi favoriti con variazioni: Biondina in gondoletta,Mauro Giuliani,15,dada_gp
0.064,0.664,1.4698795180722892,5.0,366.0,0.6546184738955824,Adagio,Robert Schumann,3,dada_gp
0.003105590062111801,1.3160621761658031,1.5623488773747842,15.0,1507.6666666666667,0.7813471502590673,Adagio from Pathetique Sonata,Ludwig van Beethoven,11,gaps
0.0,3.717391304347826,2.3489096573208723,8.5,251.33333333333331,0.6635514018691588,Adelita (Mazurca),Francisco Tarrega,6,dada_gp
0.0,1.1363636363636365,3.1743119266055047,12.0,346.0,1.1743119266055047,Adelita (Mazurka),Francisco Tarrega,6,gaps
0.0,1.9107142857142858,1.2546666666666668,3.0,313.6666666666667,0.588,"Allegretti, Op. 44 no. 2",Fernando Sor,1,dada_gp
0.0,2.358974358974359,1.4867256637168142,3.0,168.0,1.168141592920354,Allegretto,Matteo Carcassi,3,dada_gp
0.0,1.875,1.1869918699186992,2.5,48.666666666666664,0.8536585365853658,Allegretto (Pg. 74),Mauro Giuliani,1,dada_gp
0.0,1.8275862068965518,1.292824074074074,3.0,186.16666666666666,1.3333333333333333,Allegretto (Pg. 75),Mauro Giuliani,1,dada_gp
0.0,0.25892857142857145,1.7943722943722944,4.0,414.5,0.4458874458874459,"Allegretto in D Major, Op. 47 no. 2",Fernando Sor,6,dada_gp
0.0,2.3257142857142856,1.9321533923303837,9.0,1528.3333333333335,0.7610619469026548,"Allegretto, Op. 5 no. 12",Matteo Carcassi,4,dada_gp
0.003745318352059925,3.4941176470588236,1.8934837092731829,10.0,503.66666666666663,0.5263157894736842,Allegro,Mauro Giuliani,8,dada_gp
0.0045662100456621,2.1016949152542375,1.5810397553516817,5.833333333333333,344.66666666666663,0.7660550458715596,Alman,Robert Johnson,8,dada_gp
0.0008688097306689834,2.1875,1.526231884057971,12.0,1755.1666666666665,0.9660869565217391,An Malvina,Johann Kaspar Mertz,8,gaps
0.0,0.0,1.3388429752066116,4.0,162.0,1.4545454545454546,Andante,Dionisio Aguado,1,dada_gp
0.0,1.4855072463768115,1.8388429752066116,4.0,667.5,1.5289256198347108,Andante,Ferdinando Carulli,2,dada_gp
0.14049586776859505,1.9545454545454546,1.3686111111111112,3.8,164.23333333333335,0.2,Andante in A Minor,Fernando Sor,2,dada_gp
0.0,0.0,1.460122699386503,3.0,238.0,1.2883435582822085,"Andante, Op. 241 no. 5",Ferdinando Carulli,1,gaps
0.0072992700729927005,2.243478260869565,1.1740196078431373,4.166666666666667,159.66666666666669,0.0661764705882353,"Andante, Op. 44 no. 1",Fernando Sor,1,dada_gp
0.0,1.3043478260869565,1.0576131687242798,3.3333333333333335,85.66666666666667,0.5432098765432098,Andantino,Fernando Sor,3,dada_gp
0.0,1.4305555555555556,1.2130801687763713,4.166666666666666,191.66666666666666,0.9430379746835443,Andantino,Fernando Sor,2,dada_gp
0.0,1.488888888888889,1.3895348837209303,3.0,119.5,1.197674418604651,Andantino from Op. 59,Matteo Carcassi,1,dada_gp
0.0,1.55,1.8025210084033614,7.5,1072.5,0.6840336134453782,"Andantino Grazioso, Op. 5 no. 8",Matteo Carcassi,4,dada_gp
0.0,1.488888888888889,1.3895348837209303,3.0,119.5,1.197674418604651,"Andantino Grazioso, Op. 5 no. 8",Matteo Carcassi,4,dada_gp
0.0,2.25,2.0360915492957745,8.0,1156.5,1.0774647887323943,"Andantino, Op. 44 no. 5",Fernando Sor,2,dada_gp
0.01146384479717813,2.6409638554216865,3.1657840541335682,18.666666666666668,3586.833333333333,0.8852603706972639,Armonias de America,Agustin Barrios Mandore,11,dada_gp
0.2529002320185615,1.8660287081339713,1.1412403100775192,8.833333333333334,490.7333333333333,0.02558139534883721,Arpeggio Study no. 1,Reginald Smith Brindle,1,dada_gp
0.0,1.8333333333333333,1.5430463576158941,5.0,233.0,0.47019867549668876,Bourree (pg. 15),J.S. Bach,7,dada_gp
0.0,3.0,1.838134430727023,7.0,446.66666666666663,1.1481481481481481,"Bourree, BWV 996",J.S. Bach,7,gaps
0.0,4.2154696132596685,2.1090614886731394,10.0,1086.1666666666667,0.6504854368932039,Canarios,Gaspar Sanz,10,dada_gp
0.004123711340206186,3.0248756218905473,3.2799586776859506,17.0,1587.5,0.8326446280991735,Canarios,Gaspar Sanz,12,dada_gp
0.008287292817679558,5.5777777777777775,1.9400738688827333,10.0,700.3666666666667,0.5346260387811634,Canarios,Gaspar Sanz,11,dada_gp
0.0,2.128888888888889,1.899135446685879,12.0,659.0,0.20461095100864554,Cantabile,Dionisio Aguado,2,dada_gp
0.0,1.3870967741935485,2.1044725738396624,15.0,831.2666666666667,1.0683544303797468,"Caprice, Op. 20 no. 2",Luigi Legnani,7,gaps
0.01107011070110701,3.452991452991453,2.4357553366174054,12.0,1977.8333333333333,0.7241379310344828,Capricho Arabe,Francisco Tarrega,13,dada_gp
