validated,Title,Composer,Difficulty,Reading,Max Position,Era,status,source,pdf_path,token_path,gp_path,scorehash,xml_path,file_path,barre_ratio,avg_chord_stretch,max_chord_stretch,avg_position_shift,fret_change_rate,arpeggio_density,avg_string_jump,max_string_jump,special_technique_ratio,avg_polyphony,total_notes,tempo_bpm
1,"""Hika"" in Memoriam Toru Takemitsu",Leo Brouwer,13,9,X,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/In Memoriam Toru Takemitsu by Leo Brouwer.pdf,,,,verified_pieces/pdf/xml/In Memoriam Toru Takemitsu by Leo Brouwer.musicxml,,0.004555808656036446,0.9716312056737588,3,3.0087419232231096,0.603988603988604,0.597684515195369,0.9703534777651083,5,0.0,1.2004555808656037,1054,120.0
1,24 Piezas Sudamericanas: 1. Cueca Chilena,Jorge Cardoso,9,6,XII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Cueca Chilena by Jorge Cardoso.pdf,,,,verified_pieces/pdf/xml/Cueca Chilena by Jorge Cardoso.musicxml,,0.011160714285714286,1.2,20,2.526920208799403,0.6079545454545454,0.6415094339622641,0.727069351230425,5,0.0,1.5736607142857142,705,112.0
1,24 Piezas Sudamericanas: 2. Chacarera,Jorge Cardoso,12,8,All,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Chacarera by Jorge Cardoso.pdf,,,,verified_pieces/pdf/xml/Chacarera by Jorge Cardoso.musicxml,,0.033402922755741124,1.1607142857142858,4,1.6746861924686192,0.5524728588661038,0.3878504672897196,0.5251046025104602,5,0.0,1.732776617954071,830,138.0
1,24 Piezas Sudamericanas: 24. Milonga,Jorge Cardoso,8,5,VIII,Modern,found,dada_gp,,"datasets/DadaGP-v1.1/C/Cardoso, Jorge/Cardoso, Jorge - Milonga in d minor.gp3.tokens.txt","datasets/DadaGP-v1.1/C/Cardoso, Jorge/Cardoso, Jorge - Milonga in d minor.gp3",,"verified_pieces/dada/xml/Cardoso, Jorge - Milonga in d minor.musicxml",,0.0025380710659898475,0.8985507246376812,3,2.665818490245971,0.7295597484276729,0.9144981412639405,1.5826972010178118,5,0.008368200836820083,1.2131979695431472,478,56.0
1,24 Piezas Sudamericanas: 4. Vals Venezolano,Jorge Cardoso,9,5,VII,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Vals Venezolano by Jorge Cardoso.pdf,,,,verified_pieces/pdf/xml/Vals Venezolano by Jorge Cardoso.musicxml,,0.022727272727272728,1.32,4,2.147343841214244,0.5895522388059702,0.7563025210084033,1.1401050788091067,5,0.0,1.4073426573426573,805,120.0
1,24 Piezas Sudamericanas: 8. Polo Margariteno,Jorge Cardoso,12,6,IX,Modern,found,pdf,pdf-20260524T103936Z-3-001/pdf/Polo Margariteno by Jorge Cardoso.pdf,,,,verified_pieces/pdf/xml/Polo Margariteno by Jorge Cardoso.musicxml,,0.0,0.7580645161290323,3,2.660483417650365,0.7349397590361446,0.8589473684210527,1.5581787521079258,5,0.0,1.1195286195286196,665,160.0
1,A Coy Toy,John Dowland,7,6,V,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/dowland-coy-toy.pdf,,,,verified_pieces/pdf/xml/dowland-coy-toy.musicxml,,0.0,0.7272727272727273,3,1.6811594202898552,0.6180555555555556,0.38095238095238093,0.4891304347826087,4,0.0,1.5591397849462365,145,144.0
1,A Fancy,John Dowland,14,7,VII,Renaissance,found,pdf,pdf-20260524T103936Z-3-001/pdf/A Fancy by John Dowland.pdf,,,,verified_pieces/pdf/xml/A Fancy by John Dowland.musicxml,,0.001851851851851852,0.7153284671532847,4,1.7841682127396414,0.7094972067039106,0.5098684210526315,0.5844155844155844,5,0.0,1.3277777777777777,717,63.0
1,A mi madre,Agustin Barrios Mandore,13,8,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/barrios-madre.pdf,,,,verified_pieces/pdf/xml/barrios-madre.musicxml,,0.004,1.1382113821138211,5,2.1899421450823318,0.7321624588364435,0.7868217054263565,1.0921228304405874,5,0.0,1.216,912,90.0
1,A mi madre (Sonatina),Agustin Barrios Mangore,12,8,All,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/A Mi Madre Sonatina by Agustin Barrios Mangore.pdf,,,,verified_pieces/pdf/xml/A Mi Madre Sonatina by Agustin Barrios Mangore.musicxml,,0.006289308176100629,1.3614457831325302,4,3.065071368597817,0.7148891235480465,0.7987321711568938,1.1801007556675063,5,0.0,1.1924528301886792,948,68.0
1,Abri la Puerta mi China,Agustin Barrios Mandore,11,5,XII,Romantic,found,pdf,pdf-20260524T103936Z-3-001/pdf/Abri La Puerta Mi China by Augustin Barrios Mangore.pdf,,,,verified_pieces/pdf/xml/Abri La Puerta Mi China by Augustin Barrios Mangore.musicxml,,0.004201680672268907,1.0740740740740742,3,1.3182456140350876,0.43828016643550627,0.4218009478672986,0.3473684210526316,4,0.0,1.5168067226890756,722,96.0
